account_id,name,risk_score,dpd,total_debt,due_date,loan_type,region,last_payment_date,payment_frequency,partial_payments_count,payment_channel,last_contact_channel,response_time_avg,bot_interaction_score,call_pickup_rate,occupation_type,region_income_level,loan_purpose,stage_last_contacted,touchpoints_count,recommended_next_action,age,monthly_income,last_payment_days_ago,contact_channel,response_behavior,risk_level,dpd_bucket,income_level,ai_risk_score
ACC0240,Ploy,0.57,26,79885,2025-07-20,Car Loan,South,2025-07-09,Weekly,4,ATM,SMS,44,0.26,0.3,Salaried,Low,Emergency,Stage 0,8,LINE Bot,59,76448,32,SMS,Slow,High,8–30,High,0.97
ACC0241,Kittipong,0.39,24,5153,2025-08-05,Personal Loan,Bangkok,2025-05-12,Irregular,1,BankBranch,LINE,65,0.37,0.38,Unemployed,Low,Investment,Stage 1,7,Send SMS,44,17506,76,None,Responsive,High,8–30,Mid,0.85
ACC0242,Chutima,0.2,16,93731,2025-07-02,Car Loan,Northeast,2025-06-07,Monthly,4,BankBranch,Email,55,0.36,0.49,Business Owner,High,Investment,Stage 1,10,Escalate,25,52078,16,None,Ignored,Medium,8–30,High,0.8
ACC0243,Nok,0.87,8,86763,2025-08-07,Personal Loan,Central,2025-06-27,Irregular,2,LINE,SMS,35,0.54,0.83,Freelancer,Medium,Consumption,Stage 2,6,Call,43,70514,86,SMS,Ignored,High,8–30,High,0.51
ACC0244,Aom,0.41,22,77149,2025-06-23,Home Loan,South,2025-06-15,Weekly,3,ATM,Email,15,0.74,0.57,Salaried,Medium,Consumption,Stage 2,8,Escalate,21,49525,86,SMS,Responsive,Low,8–30,High,0.51
ACC0245,Aom,0.93,9,85701,2025-06-29,Home Loan,North,2025-05-13,Monthly,5,ATM,Email,45,0.52,0.16,Unemployed,Low,Investment,Stage 0,4,Call,61,54258,20,Voice,Slow,Medium,8–30,High,0.95
ACC0246,Malee,0.98,22,53485,2025-07-01,Home Loan,Northeast,2025-07-06,Irregular,1,ATM,Email,4,0.81,0.1,Business Owner,High,Emergency,Stage 0,10,Send SMS,39,47616,18,SMS,Ignored,Low,8–30,High,0.83
ACC0247,Ying,0.68,23,19210,2025-07-29,Credit Card,Central,2025-06-04,Irregular,0,ATM,SMS,56,0.37,0.83,Unemployed,Low,Consumption,Stage 2,6,Call,60,58090,57,Voice,Responsive,Medium,8–30,High,0.7
ACC0248,Kittipong,0.68,19,58542,2025-07-16,Personal Loan,Central,2025-06-28,Weekly,2,LINE,SMS,60,0.04,0.01,Business Owner,Low,Emergency,Stage 2,3,Send SMS,53,29712,26,SMS,Slow,High,8–30,Mid,0.76
ACC0249,Pim,0.01,3,62684,2025-06-22,Personal Loan,South,2025-07-10,Irregular,3,MobileApp,Phone,41,0.71,0.42,Unemployed,Low,Consumption,Stage 1,5,Send SMS,30,38408,4,Voice,Slow,High,0–7,Mid,0.83
ACC0250,Somsak,0.01,9,97659,2025-07-04,SME Loan,Northeast,2025-05-17,Monthly,2,ATM,LINE,11,0.1,0.96,Salaried,Low,Emergency,Stage 0,7,LINE Bot,60,38657,3,None,Ignored,High,8–30,Mid,0.85
ACC0251,Tida,0.48,6,23426,2025-07-12,Personal Loan,South,2025-06-12,Irregular,4,BankBranch,LINE,60,0.9,0.66,Unemployed,Low,Investment,Stage 1,6,Send SMS,51,54445,37,Voice,Responsive,Low,0–7,High,0.69
ACC0252,Ploy,0.02,22,41545,2025-08-09,Credit Card,Northeast,2025-07-01,Weekly,1,LINE,SMS,32,0.77,0.14,Freelancer,High,Investment,Stage 0,6,Send SMS,51,64548,51,None,Responsive,Low,8–30,High,0.75
ACC0253,Aom,0.78,13,88531,2025-07-13,Home Loan,South,2025-06-10,Monthly,4,BankBranch,SMS,58,0.78,0.43,Business Owner,Low,Consumption,Stage 2,4,LINE Bot,52,73390,65,LINE,Responsive,High,8–30,High,0.52
ACC0254,Nok,0.14,15,13194,2025-07-11,Home Loan,Central,2025-07-10,Weekly,5,BankBranch,LINE,41,0.9,0.6,Unemployed,Medium,Consumption,Stage 0,8,Escalate,18,8298,66,SMS,Responsive,High,8–30,Low,0.99
ACC0255,Aom,0.82,10,89353,2025-07-14,Home Loan,Central,2025-06-05,Irregular,4,BankBranch,SMS,63,0.5,0.06,Unemployed,High,Emergency,Stage 1,8,LINE Bot,19,55009,53,Voice,Slow,High,8–30,High,0.99
ACC0256,Pim,0.64,10,65227,2025-07-05,SME Loan,North,2025-06-09,Weekly,2,ATM,LINE,5,0.06,0.33,Unemployed,Low,Investment,Stage 1,5,Escalate,57,36438,68,Voice,Slow,Low,8–30,Mid,0.53
ACC0257,Veera,0.81,12,82066,2025-08-01,SME Loan,North,2025-05-27,Irregular,3,BankBranch,LINE,30,0.73,0.31,Freelancer,High,Investment,Stage 2,5,Send SMS,63,9074,32,None,Slow,High,8–30,Low,0.84
ACC0258,Somsak,0.04,3,73450,2025-07-20,Home Loan,Bangkok,2025-07-08,Irregular,0,ATM,LINE,13,0.56,0.94,Business Owner,Medium,Emergency,Stage 0,9,LINE Bot,47,68290,19,SMS,Responsive,Low,0–7,High,0.64
ACC0259,Ploy,0.39,2,46683,2025-07-19,Car Loan,Bangkok,2025-06-24,Irregular,2,MobileApp,Email,19,0.88,0.55,Business Owner,Medium,Emergency,Stage 2,8,Call,20,39821,76,SMS,Slow,Low,0–7,Mid,0.99
ACC0260,Malee,0.49,22,31091,2025-07-29,Credit Card,North,2025-05-20,Monthly,0,LINE,LINE,64,0.37,0.44,Unemployed,Low,Investment,Stage 2,4,LINE Bot,32,47679,11,LINE,Ignored,High,8–30,High,0.56
ACC0261,Somchai,0.79,25,87455,2025-08-07,Home Loan,Northeast,2025-06-01,Irregular,1,MobileApp,LINE,2,0.98,0.64,Freelancer,Low,Consumption,Stage 1,8,LINE Bot,41,15843,50,None,Slow,Low,8–30,Mid,1.0
ACC0262,Malee,0.24,27,52913,2025-07-24,Home Loan,South,2025-06-08,Irregular,0,LINE,LINE,21,0.76,0.61,Freelancer,Low,Emergency,Stage 1,9,Call,31,14254,64,None,Ignored,Low,8–30,Low,0.92
ACC0263,Aom,0.15,6,41774,2025-07-11,Home Loan,Northeast,2025-05-13,Weekly,3,LINE,SMS,68,0.12,0.44,Unemployed,Low,Investment,Stage 0,4,LINE Bot,30,17268,64,LINE,Slow,High,0–7,Mid,0.88
ACC0264,Malee,0.63,28,80185,2025-06-24,Home Loan,South,2025-07-09,Monthly,0,ATM,Phone,30,0.11,0.36,Unemployed,Low,Consumption,Stage 2,9,LINE Bot,29,52037,8,Voice,Ignored,Low,8–30,High,0.5
ACC0265,Somchai,0.94,13,46986,2025-07-22,SME Loan,Central,2025-06-28,Irregular,2,MobileApp,Email,43,0.89,0.26,Salaried,Low,Consumption,Stage 0,2,Send SMS,40,42398,57,SMS,Slow,Low,8–30,High,0.81
ACC0266,Kittipong,0.83,10,85920,2025-06-17,SME Loan,Bangkok,2025-06-23,Monthly,4,ATM,LINE,7,0.35,0.59,Freelancer,Medium,Emergency,Stage 1,5,Send SMS,30,75317,32,SMS,Slow,High,8–30,High,0.62
ACC0267,Nok,0.79,7,74645,2025-06-22,SME Loan,North,2025-05-12,Monthly,5,MobileApp,Phone,65,0.32,0.13,Salaried,Low,Emergency,Stage 1,6,Escalate,47,8884,81,None,Ignored,Medium,0–7,Low,0.75
ACC0268,Somchai,0.43,7,17566,2025-06-29,SME Loan,Bangkok,2025-06-24,Irregular,2,BankBranch,Phone,42,0.99,0.09,Business Owner,High,Investment,Stage 1,7,Send SMS,22,42529,85,SMS,Responsive,Medium,0–7,High,0.88
ACC0269,Somchai,0.71,15,33345,2025-08-04,Personal Loan,Central,2025-05-30,Weekly,3,MobileApp,Email,71,0.72,0.64,Unemployed,High,Consumption,Stage 2,3,Send SMS,47,72038,75,None,Slow,Low,8–30,High,0.56
ACC0270,Tida,0.61,24,38427,2025-07-10,Home Loan,Northeast,2025-06-09,Monthly,2,ATM,SMS,24,0.35,0.75,Salaried,Low,Consumption,Stage 2,3,Send SMS,45,52142,25,LINE,Responsive,Low,8–30,High,0.76
ACC0271,Pim,0.57,15,90712,2025-07-24,Home Loan,Northeast,2025-06-11,Monthly,2,MobileApp,LINE,12,0.17,0.38,Business Owner,Low,Emergency,Stage 2,2,Call,24,49160,53,LINE,Responsive,High,8–30,High,0.97
ACC0272,Tida,0.24,27,33854,2025-07-11,SME Loan,Northeast,2025-05-24,Irregular,1,LINE,Email,68,0.3,0.98,Business Owner,High,Consumption,Stage 0,9,Escalate,24,60221,72,None,Responsive,High,8–30,High,0.52
ACC0273,Malee,0.86,19,56113,2025-07-24,Personal Loan,Bangkok,2025-06-21,Irregular,4,MobileApp,LINE,39,0.7,0.26,Unemployed,Low,Investment,Stage 0,4,LINE Bot,41,16916,41,SMS,Ignored,Low,8–30,Mid,0.62
ACC0274,Golf,0.21,12,62182,2025-07-22,Personal Loan,Northeast,2025-07-10,Monthly,4,BankBranch,SMS,37,0.49,0.08,Salaried,High,Emergency,Stage 2,9,Escalate,22,73423,79,LINE,Slow,Low,8–30,High,0.79
ACC0275,Aom,0.46,10,99311,2025-07-08,Personal Loan,Bangkok,2025-06-12,Monthly,2,LINE,SMS,67,0.48,0.35,Salaried,Low,Emergency,Stage 0,9,Escalate,20,72748,1,LINE,Ignored,Low,8–30,High,0.59
ACC0276,Nok,0.76,4,39027,2025-07-24,SME Loan,South,2025-05-21,Weekly,3,ATM,LINE,31,0.32,0.73,Unemployed,Low,Investment,Stage 2,3,Call,53,58399,5,None,Ignored,Medium,0–7,High,0.56
ACC0277,Kittipong,0.07,12,35082,2025-06-13,SME Loan,North,2025-06-10,Monthly,3,MobileApp,Phone,34,0.92,0.4,Salaried,Medium,Consumption,Stage 2,4,Escalate,30,8295,47,LINE,Slow,Medium,8–30,Low,0.86
ACC0278,Chutima,0.6,26,24104,2025-07-15,Home Loan,North,2025-05-26,Monthly,4,LINE,Email,50,0.59,0.48,Freelancer,Medium,Emergency,Stage 2,9,Send SMS,65,10830,21,Voice,Slow,Low,8–30,Low,0.54
ACC0279,Malee,0.15,6,95652,2025-06-29,SME Loan,South,2025-06-10,Irregular,2,MobileApp,Email,58,0.12,0.63,Salaried,High,Consumption,Stage 2,7,Escalate,32,21188,24,LINE,Responsive,High,0–7,Mid,0.52
ACC0280,Somsak,0.96,20,24662,2025-06-10,SME Loan,Central,2025-05-28,Monthly,1,LINE,Phone,10,0.08,0.94,Salaried,High,Consumption,Stage 2,3,Escalate,35,56351,47,Voice,Responsive,High,8–30,High,0.7
ACC0281,Malee,0.28,0,67233,2025-08-01,Personal Loan,Bangkok,2025-06-30,Weekly,0,MobileApp,Phone,71,0.16,0.7,Business Owner,Low,Investment,Stage 1,9,Call,59,69463,81,LINE,Responsive,High,0–7,High,0.6
ACC0282,Malee,0.1,7,94181,2025-06-21,Home Loan,Northeast,2025-05-23,Monthly,4,LINE,Phone,15,0.95,0.48,Business Owner,Low,Emergency,Stage 2,8,Call,21,39409,6,LINE,Responsive,High,0–7,Mid,1.0
ACC0283,Pim,0.87,6,20820,2025-07-26,Personal Loan,North,2025-06-08,Weekly,2,LINE,Email,58,0.37,0.01,Freelancer,High,Consumption,Stage 1,3,Escalate,53,49901,27,None,Responsive,Medium,0–7,High,0.66
ACC0284,Somsak,0.04,9,18228,2025-06-25,Home Loan,Central,2025-06-27,Weekly,5,ATM,SMS,36,0.0,0.29,Business Owner,High,Investment,Stage 0,5,LINE Bot,46,51963,81,None,Slow,High,8–30,High,0.7
ACC0285,Somsak,1.0,0,87409,2025-06-13,Personal Loan,Northeast,2025-07-05,Weekly,1,ATM,SMS,30,0.81,0.98,Business Owner,Low,Emergency,Stage 1,9,Call,25,14542,31,None,Slow,Low,0–7,Low,0.72
ACC0286,Golf,0.91,26,64993,2025-06-10,Personal Loan,North,2025-05-22,Weekly,0,LINE,Phone,54,0.8,0.21,Unemployed,Medium,Consumption,Stage 1,7,Escalate,65,56682,45,None,Ignored,High,8–30,High,0.59
ACC0287,Golf,0.78,24,54178,2025-07-04,Car Loan,Bangkok,2025-06-30,Weekly,2,MobileApp,LINE,50,0.51,0.5,Business Owner,Medium,Investment,Stage 0,9,LINE Bot,56,19849,90,SMS,Responsive,Medium,8–30,Mid,0.71
ACC0288,Somsak,0.24,2,28763,2025-06-12,Credit Card,North,2025-05-21,Irregular,5,LINE,SMS,33,0.11,0.53,Unemployed,High,Emergency,Stage 2,2,Call,27,37423,77,SMS,Responsive,Medium,0–7,Mid,0.78
ACC0289,Somchai,0.52,1,23938,2025-06-11,Credit Card,South,2025-06-29,Irregular,2,LINE,LINE,62,0.66,0.56,Business Owner,High,Consumption,Stage 1,4,Call,34,77731,30,LINE,Ignored,Medium,0–7,High,0.76
ACC0290,Nok,0.74,30,47607,2025-07-13,Credit Card,North,2025-06-23,Monthly,0,BankBranch,LINE,15,0.71,0.63,Freelancer,High,Emergency,Stage 2,6,LINE Bot,33,18912,26,Voice,Responsive,Medium,8–30,Mid,0.53
ACC0291,Golf,0.74,27,98457,2025-07-20,Credit Card,Bangkok,2025-06-02,Monthly,1,BankBranch,SMS,8,0.52,0.02,Salaried,High,Investment,Stage 2,2,Send SMS,42,40718,77,LINE,Responsive,Low,8–30,High,0.77
ACC0292,Chutima,0.41,16,91737,2025-07-31,Home Loan,Northeast,2025-05-26,Irregular,0,ATM,Phone,9,0.28,0.88,Unemployed,Medium,Emergency,Stage 2,5,Call,34,43060,46,LINE,Slow,Medium,8–30,High,0.61
ACC0293,Veera,0.05,25,54111,2025-07-19,Credit Card,Bangkok,2025-06-17,Weekly,1,MobileApp,Email,69,0.47,0.54,Salaried,Low,Investment,Stage 2,4,LINE Bot,36,44383,12,None,Responsive,High,8–30,High,0.87
ACC0294,Anan,0.93,30,63197,2025-07-14,Home Loan,Bangkok,2025-06-01,Monthly,5,BankBranch,SMS,22,0.54,0.22,Salaried,High,Emergency,Stage 2,5,Call,45,28933,70,SMS,Slow,Low,8–30,Mid,0.81
ACC0295,Tida,0.1,21,75844,2025-07-22,Home Loan,Northeast,2025-05-19,Weekly,2,LINE,Phone,4,0.35,0.15,Business Owner,Medium,Consumption,Stage 0,3,LINE Bot,37,17337,57,None,Slow,Medium,8–30,Mid,0.67
ACC0296,Chutima,0.86,23,96113,2025-06-17,SME Loan,Bangkok,2025-07-09,Monthly,0,LINE,Email,32,0.88,0.0,Salaried,Low,Consumption,Stage 1,8,Call,27,59749,66,None,Responsive,Low,8–30,High,0.68
ACC0297,Aom,0.92,27,61907,2025-06-15,Personal Loan,North,2025-05-30,Irregular,4,LINE,Phone,36,0.24,0.23,Unemployed,Low,Consumption,Stage 2,10,Escalate,50,67814,30,Voice,Slow,Low,8–30,High,0.85
ACC0298,Pim,0.95,29,48559,2025-06-12,Home Loan,South,2025-06-03,Irregular,4,MobileApp,Email,32,0.98,0.01,Salaried,High,Emergency,Stage 2,8,LINE Bot,45,32200,60,None,Ignored,Low,8–30,Mid,0.83
ACC0299,Anan,0.45,27,48721,2025-06-14,Credit Card,Northeast,2025-06-02,Irregular,2,BankBranch,SMS,71,0.64,0.29,Salaried,Medium,Emergency,Stage 1,4,Call,37,35251,1,SMS,Slow,High,8–30,Mid,0.61
ACC0300,Somchai,0.14,21,11517,2025-07-28,Car Loan,Central,2025-07-01,Monthly,1,MobileApp,LINE,58,0.58,0.26,Freelancer,High,Emergency,Stage 1,1,Send SMS,24,43795,31,Voice,Slow,Medium,8–30,High,0.99
ACC0301,Nok,0.43,29,77586,2025-08-08,SME Loan,North,2025-05-12,Weekly,3,MobileApp,SMS,25,0.58,0.87,Business Owner,Low,Investment,Stage 0,10,LINE Bot,39,58124,86,SMS,Responsive,Medium,8–30,High,0.62
ACC0302,Aom,0.21,6,21208,2025-06-25,Personal Loan,North,2025-06-22,Irregular,5,MobileApp,Phone,7,0.06,0.26,Salaried,Medium,Investment,Stage 0,6,LINE Bot,44,33609,32,None,Ignored,Medium,0–7,Mid,0.63
ACC0303,Pim,0.29,4,90220,2025-08-03,Home Loan,North,2025-06-10,Weekly,5,ATM,SMS,9,0.41,0.7,Business Owner,Low,Emergency,Stage 2,9,Call,62,73456,49,SMS,Responsive,High,0–7,High,0.53
ACC0304,Somchai,0.56,0,99506,2025-07-13,SME Loan,Central,2025-07-05,Monthly,5,MobileApp,LINE,26,0.49,0.19,Unemployed,High,Consumption,Stage 0,7,Send SMS,56,74417,47,Voice,Slow,Low,0–7,High,1.0
ACC0305,Malee,0.04,3,13392,2025-07-23,SME Loan,South,2025-05-27,Weekly,2,LINE,SMS,37,0.42,0.07,Salaried,High,Emergency,Stage 2,8,LINE Bot,43,22886,65,None,Slow,High,0–7,Mid,0.74
ACC0306,Ploy,0.68,21,28365,2025-07-28,Personal Loan,South,2025-05-11,Weekly,3,BankBranch,Phone,21,0.67,0.99,Salaried,High,Emergency,Stage 1,4,LINE Bot,25,16755,42,SMS,Slow,High,8–30,Mid,0.79
ACC0307,Nok,0.41,23,10556,2025-08-02,Personal Loan,South,2025-06-09,Weekly,3,ATM,Email,38,0.78,0.01,Salaried,Medium,Consumption,Stage 1,6,Escalate,25,45049,52,LINE,Responsive,Medium,8–30,High,0.54
ACC0308,Chutima,0.34,1,74598,2025-07-31,Car Loan,North,2025-07-04,Weekly,3,MobileApp,Email,66,0.37,0.78,Business Owner,Medium,Emergency,Stage 0,4,Escalate,46,16453,87,SMS,Ignored,Low,0–7,Mid,0.94
ACC0309,Somsak,0.3,18,51874,2025-08-04,SME Loan,Northeast,2025-06-13,Weekly,1,LINE,Phone,21,0.63,0.51,Unemployed,Medium,Consumption,Stage 1,6,Call,20,48252,9,Voice,Ignored,Low,8–30,High,0.68
ACC0310,Aom,0.66,17,84158,2025-07-05,Credit Card,Bangkok,2025-07-10,Monthly,2,BankBranch,SMS,69,0.73,0.58,Freelancer,Medium,Consumption,Stage 2,10,LINE Bot,52,18500,83,None,Ignored,Medium,8–30,Mid,0.64
ACC0311,Ploy,0.2,15,68904,2025-06-13,Credit Card,South,2025-05-29,Weekly,1,LINE,Email,3,0.61,0.11,Unemployed,High,Consumption,Stage 0,6,Call,38,78716,77,Voice,Slow,High,8–30,High,0.95
ACC0312,Ploy,0.45,5,21189,2025-08-04,Credit Card,Central,2025-06-14,Weekly,2,LINE,LINE,50,0.25,0.37,Unemployed,Low,Consumption,Stage 2,8,Call,64,55464,82,None,Ignored,Medium,0–7,High,0.82
ACC0313,Ying,0.06,11,26139,2025-08-02,Personal Loan,North,2025-06-12,Irregular,0,BankBranch,Phone,41,0.33,0.05,Business Owner,High,Consumption,Stage 1,1,Call,62,45309,44,LINE,Slow,Medium,8–30,High,0.81
ACC0314,Ying,0.17,20,7348,2025-06-11,Car Loan,North,2025-05-19,Monthly,2,LINE,SMS,4,0.29,0.17,Freelancer,Low,Investment,Stage 2,8,Call,26,42223,9,None,Responsive,High,8–30,High,0.69
ACC0315,Somchai,0.4,30,32684,2025-08-08,Personal Loan,North,2025-06-13,Weekly,5,LINE,Email,1,0.74,0.75,Business Owner,Low,Investment,Stage 1,10,LINE Bot,32,78292,33,Voice,Responsive,High,8–30,High,0.8
ACC0316,Ploy,0.23,24,25615,2025-06-20,Personal Loan,North,2025-06-24,Irregular,0,ATM,LINE,6,0.48,0.2,Business Owner,Medium,Investment,Stage 0,3,Escalate,40,48253,83,None,Responsive,Low,8–30,High,0.91
ACC0317,Chutima,0.53,9,81300,2025-08-08,SME Loan,South,2025-06-22,Monthly,4,ATM,LINE,4,0.09,0.62,Salaried,Medium,Consumption,Stage 0,7,Send SMS,24,30963,80,LINE,Ignored,Low,8–30,Mid,0.96
ACC0318,Veera,0.68,21,69698,2025-07-02,Home Loan,Bangkok,2025-07-04,Weekly,0,LINE,SMS,37,0.88,0.33,Unemployed,High,Emergency,Stage 0,10,Send SMS,37,20438,80,LINE,Slow,Low,8–30,Mid,0.7
ACC0319,Kittipong,0.52,13,54116,2025-07-22,Car Loan,Bangkok,2025-07-05,Monthly,5,ATM,Email,26,0.26,0.04,Business Owner,Medium,Emergency,Stage 2,6,Send SMS,37,60511,86,Voice,Slow,Low,8–30,High,0.56
ACC0320,Somsak,0.21,14,36354,2025-07-17,Car Loan,North,2025-05-21,Monthly,1,ATM,SMS,66,0.02,0.78,Salaried,High,Emergency,Stage 2,2,Send SMS,20,14368,54,SMS,Responsive,Medium,8–30,Low,0.73
ACC0321,Somchai,0.61,24,12189,2025-07-27,Personal Loan,North,2025-05-17,Monthly,3,ATM,SMS,69,0.01,0.14,Salaried,Low,Investment,Stage 0,2,LINE Bot,31,42631,11,None,Slow,Medium,8–30,High,0.99
ACC0322,Aom,0.38,5,24191,2025-07-13,Car Loan,Bangkok,2025-05-24,Weekly,2,BankBranch,Phone,21,0.08,0.12,Freelancer,Medium,Consumption,Stage 0,4,Escalate,65,31170,90,LINE,Ignored,Low,0–7,Mid,0.65
ACC0323,Ying,0.64,7,25896,2025-07-25,Credit Card,Northeast,2025-05-20,Monthly,0,BankBranch,SMS,26,0.45,0.96,Business Owner,High,Investment,Stage 1,8,Escalate,26,50514,89,SMS,Ignored,High,0–7,High,0.83
ACC0324,Ying,0.15,22,11607,2025-08-05,SME Loan,North,2025-05-18,Irregular,0,MobileApp,SMS,1,0.01,0.45,Freelancer,High,Emergency,Stage 1,10,LINE Bot,65,28723,38,SMS,Slow,Medium,8–30,Mid,0.79
ACC0325,Ying,0.74,3,36702,2025-07-05,SME Loan,Central,2025-06-16,Monthly,0,MobileApp,Email,43,0.96,0.49,Freelancer,Low,Emergency,Stage 2,6,Call,38,72006,61,Voice,Ignored,High,0–7,High,0.58
ACC0326,Aom,0.35,29,50754,2025-08-03,Car Loan,Central,2025-06-28,Monthly,3,MobileApp,SMS,15,0.41,0.42,Salaried,Medium,Emergency,Stage 2,9,Escalate,44,10222,23,LINE,Ignored,Low,8–30,Low,0.8
ACC0327,Aom,0.57,28,29199,2025-07-25,SME Loan,North,2025-07-05,Irregular,5,LINE,Phone,7,0.15,0.4,Freelancer,Low,Emergency,Stage 0,6,LINE Bot,40,43735,32,None,Slow,Low,8–30,High,0.71
ACC0328,Somsak,0.13,8,45881,2025-06-17,Home Loan,South,2025-06-12,Monthly,2,BankBranch,Email,65,0.53,0.05,Freelancer,Low,Consumption,Stage 1,5,Call,19,51747,16,None,Ignored,High,8–30,High,0.78
ACC0329,Chutima,0.77,19,5081,2025-06-11,Credit Card,Northeast,2025-05-22,Irregular,5,LINE,Email,52,0.02,0.46,Salaried,High,Consumption,Stage 1,7,Escalate,47,78584,58,LINE,Slow,High,8–30,High,0.97
ACC0330,Ying,0.01,14,31849,2025-06-30,SME Loan,South,2025-07-06,Irregular,3,LINE,LINE,45,0.33,0.58,Salaried,Medium,Investment,Stage 0,2,LINE Bot,28,25161,81,SMS,Responsive,Low,8–30,Mid,0.73
ACC0331,Nok,0.36,13,20487,2025-08-09,Credit Card,South,2025-05-25,Irregular,1,ATM,Email,63,0.96,0.47,Salaried,Medium,Investment,Stage 2,9,Escalate,44,37525,74,LINE,Slow,Medium,8–30,Mid,0.85
ACC0332,Tida,0.26,5,46979,2025-08-09,Personal Loan,South,2025-07-09,Monthly,5,ATM,Email,23,0.9,0.75,Salaried,High,Investment,Stage 0,9,LINE Bot,18,10911,86,LINE,Responsive,High,0–7,Low,0.67
ACC0333,Ying,0.55,15,27194,2025-06-16,Credit Card,Bangkok,2025-06-24,Weekly,2,ATM,SMS,15,0.8,0.6,Salaried,High,Investment,Stage 2,10,Send SMS,38,22941,18,Voice,Ignored,Low,8–30,Mid,0.78
ACC0334,Ying,0.4,29,95894,2025-07-26,Personal Loan,North,2025-06-13,Weekly,4,ATM,LINE,53,0.04,0.79,Business Owner,High,Emergency,Stage 2,4,Escalate,57,40073,79,LINE,Ignored,Low,8–30,High,0.58
ACC0335,Nok,0.88,30,57249,2025-06-10,Car Loan,Bangkok,2025-06-19,Weekly,0,LINE,SMS,50,0.05,0.51,Business Owner,Low,Consumption,Stage 1,7,Call,48,46213,29,Voice,Slow,Medium,8–30,High,0.85
ACC0336,Nok,0.91,16,92773,2025-06-23,Credit Card,Bangkok,2025-07-06,Irregular,1,LINE,SMS,29,0.84,0.18,Salaried,Low,Emergency,Stage 1,7,Send SMS,48,37537,80,Voice,Ignored,High,8–30,Mid,0.77
ACC0337,Tida,0.12,6,32061,2025-06-25,SME Loan,South,2025-06-06,Irregular,4,BankBranch,SMS,38,0.88,0.54,Business Owner,Low,Investment,Stage 0,10,Send SMS,39,62750,15,LINE,Slow,High,0–7,High,0.65
ACC0338,Veera,0.31,25,10074,2025-07-23,Car Loan,Bangkok,2025-05-26,Weekly,5,BankBranch,Email,59,0.97,0.34,Business Owner,Low,Emergency,Stage 0,7,Send SMS,28,49099,10,None,Ignored,Low,8–30,High,0.79
ACC0339,Somchai,0.82,3,13429,2025-07-14,Personal Loan,North,2025-06-09,Irregular,3,LINE,Phone,51,0.32,0.79,Business Owner,Low,Emergency,Stage 2,1,LINE Bot,42,53773,24,LINE,Ignored,Low,0–7,High,0.75
ACC0340,Nok,0.72,3,93932,2025-07-07,Personal Loan,Central,2025-06-16,Irregular,5,MobileApp,SMS,38,0.1,0.53,Salaried,Medium,Investment,Stage 2,7,Escalate,54,76443,62,SMS,Ignored,Medium,0–7,High,0.88
ACC0341,Veera,0.76,26,46401,2025-07-07,Personal Loan,North,2025-05-15,Irregular,1,MobileApp,Email,15,0.9,0.27,Unemployed,High,Emergency,Stage 2,7,Escalate,59,15363,71,LINE,Slow,Medium,8–30,Mid,0.85
ACC0342,Somchai,0.94,23,37821,2025-06-16,Car Loan,South,2025-06-10,Weekly,4,ATM,Phone,43,0.25,0.8,Unemployed,Low,Consumption,Stage 1,7,LINE Bot,45,39800,28,None,Slow,Medium,8–30,Mid,0.64
ACC0343,Somsak,0.96,12,98242,2025-07-07,Credit Card,Bangkok,2025-07-04,Weekly,2,BankBranch,Email,30,0.37,0.36,Freelancer,High,Consumption,Stage 0,1,Call,30,65643,10,SMS,Responsive,High,8–30,High,0.76
ACC0344,Anan,0.44,13,54135,2025-08-06,Car Loan,Central,2025-06-05,Weekly,3,BankBranch,SMS,10,0.23,0.2,Unemployed,Medium,Emergency,Stage 0,8,Send SMS,44,50054,19,Voice,Ignored,Medium,8–30,High,0.65
ACC0345,Kittipong,0.09,8,34616,2025-06-24,Credit Card,North,2025-06-17,Monthly,3,MobileApp,SMS,25,0.33,0.55,Salaried,High,Consumption,Stage 0,4,Send SMS,44,57389,19,Voice,Slow,Medium,8–30,High,0.56
ACC0346,Somchai,0.9,1,97860,2025-07-29,SME Loan,Central,2025-05-15,Monthly,3,ATM,SMS,18,0.61,0.32,Salaried,Low,Emergency,Stage 2,8,Send SMS,44,40739,58,SMS,Slow,Medium,0–7,High,0.79
ACC0347,Golf,0.84,16,14192,2025-07-17,Home Loan,Northeast,2025-06-02,Weekly,2,LINE,SMS,20,0.64,0.32,Salaried,Low,Investment,Stage 2,8,Send SMS,59,50834,12,None,Ignored,Low,8–30,High,0.82
ACC0348,Tida,0.61,12,26859,2025-06-27,Credit Card,South,2025-06-20,Weekly,0,LINE,LINE,35,0.53,0.04,Business Owner,High,Consumption,Stage 2,6,LINE Bot,60,57107,0,LINE,Ignored,Low,8–30,High,0.52
ACC0349,Ying,0.15,5,36533,2025-07-25,Car Loan,North,2025-06-30,Irregular,0,BankBranch,Email,16,0.11,0.17,Business Owner,Low,Consumption,Stage 1,5,LINE Bot,44,69338,9,Voice,Slow,High,0–7,High,0.69
ACC0350,Chutima,0.1,25,86126,2025-07-25,Home Loan,Central,2025-05-19,Weekly,2,ATM,Email,45,0.23,0.01,Business Owner,Medium,Emergency,Stage 0,4,LINE Bot,20,23520,1,Voice,Ignored,Medium,8–30,Mid,0.58
